ID	cell_name	defination	description
CL:1000838	kidney proximal convoluted tubule epithelial cell		kidney proximal convoluted tubule epithelial cell
CL:1000839	kidney proximal straight tubule epithelial cell		kidney proximal straight tubule epithelial cell
CL:1000849	kidney distal convoluted tubule epithelial cell		kidney distal convoluted tubule epithelial cell
CL:1000850	macula densa epithelial cell		macula densa epithelial cell
CL:1000854	kidney blood vessel cell		kidney blood vessel cell
CL:1000891	kidney arterial blood vessel cell		kidney arterial blood vessel cell
CL:1000892	kidney capillary endothelial cell		kidney capillary endothelial cell
CL:1000893	kidney venous blood vessel cell		kidney venous blood vessel cell
CL:1000909	kidney loop of Henle epithelial cell		kidney loop of Henle epithelial cell
CL:1000979	ureter smooth muscle cell		ureter smooth muscle cell
CL:1001005	glomerular capillary endothelial cell		glomerular capillary endothelial cell
CL:1001006	kidney afferent arteriole cell		kidney afferent arteriole cell
CL:1001009	kidney efferent arteriole cell		kidney efferent arteriole cell
CL:1001016	kidney loop of Henle ascending limb epithelial cell		kidney loop of Henle ascending limb epithelial cell
CL:1001021	kidney loop of Henle descending limb epithelial cell		kidney loop of Henle descending limb epithelial cell
CL:1001033	peritubular capillary endothelial cell		peritubular capillary endothelial cell
CL:1001036	vasa recta cell		vasa recta cell
CL:1001045	kidney cortex artery cell		kidney cortex artery cell
CL:1001052	kidney cortex vein cell		kidney cortex vein cell
CL:1001064	kidney artery smooth muscle cell		kidney artery smooth muscle cell
CL:1001066	kidney arteriole smooth muscle cell		kidney arteriole smooth muscle cell
CL:1001068	kidney venous system smooth muscle cell		kidney venous system smooth muscle cell
CL:1001096	kidney afferent arteriole endothelial cell		kidney afferent arteriole endothelial cell
CL:1001097	kidney afferent arteriole smooth muscle cell		kidney afferent arteriole smooth muscle cell
CL:1001099	kidney efferent arteriole endothelial cell		kidney efferent arteriole endothelial cell
CL:1001100	kidney efferent arteriole smooth muscle cell		kidney efferent arteriole smooth muscle cell
CL:1001106	kidney loop of Henle thick ascending limb epithelial cell		kidney loop of Henle thick ascending limb epithelial cell
CL:1001107	kidney loop of Henle thin ascending limb epithelial cell		kidney loop of Henle thin ascending limb epithelial cell
CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell		kidney loop of Henle medullary thick ascending limb epithelial cell
CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell		kidney loop of Henle cortical thick ascending limb epithelial cell
CL:1001111	kidney loop of Henle thin descending limb epithelial cell		kidney loop of Henle thin descending limb epithelial cell
CL:1001123	kidney outer medulla peritubular capillary cell		kidney outer medulla peritubular capillary cell
CL:1001124	kidney cortex peritubular capillary cell		kidney cortex peritubular capillary cell
CL:1001126	inner renal medulla vasa recta cell		inner renal medulla vasa recta cell
CL:1001127	outer renal medulla vasa recta cell		outer renal medulla vasa recta cell
CL:1001131	vasa recta ascending limb cell		vasa recta ascending limb cell
CL:1001135	arcuate artery cell		arcuate artery cell
CL:1001138	interlobular artery cell		interlobular artery cell
CL:1001142	arcuate vein cell		arcuate vein cell
CL:1001145	interlobular vein cell		interlobular vein cell
CL:1001209	inner medulla vasa recta ascending limb cell		inner medulla vasa recta ascending limb cell
CL:1001210	outer medulla vasa recta ascending limb cell		outer medulla vasa recta ascending limb cell
CL:1001213	arcuate artery endothelial cell		arcuate artery endothelial cell
CL:1001214	arcuate artery smooth muscle cell		arcuate artery smooth muscle cell
CL:1001216	interlobulary artery endothelial cell		interlobulary artery endothelial cell
CL:1001217	interlobulary artery smooth muscle cell		interlobulary artery smooth muscle cell
CL:1001220	arcuate vein endothelial cell		arcuate vein endothelial cell
CL:1001221	arcuate vein smooth muscle cell		arcuate vein smooth muscle cell
CL:1001223	interlobulary vein endothelial cell		interlobulary vein endothelial cell
CL:1001224	interlobulary vein smooth muscle cell		interlobulary vein smooth muscle cell
CL:1001225	kidney collecting duct cell		kidney collecting duct cell
CL:1001285	vasa recta descending limb cell		vasa recta descending limb cell
CL:1001286	inner medulla vasa recta descending limb cell		inner medulla vasa recta descending limb cell
CL:1001287	outer medulla vasa recta descending limb cell		outer medulla vasa recta descending limb cell
CL:1001318	renal interstitial pericyte		renal interstitial pericyte
CL:1001319	bladder cell		bladder cell
CL:1001320	urethra cell		urethra cell
CL:1001428	bladder urothelial cell		bladder urothelial cell
CL:1001430	urethra urothelial cell		urethra urothelial cell
CL:1001431	kidney collecting duct principal cell		kidney collecting duct principal cell
CL:1001432	kidney collecting duct intercalated cell		kidney collecting duct intercalated cell
CL:1001433	epithelial cell of exocrine pancreas	An Epithelial Cell Of The Exocrine Pancreas.	epithelial cell of exocrine pancreas An Epithelial Cell Of The Exocrine Pancreas.
CL:1001434	olfactory bulb interneuron	A Neuron Residing In The Olfactory Bulb That Serve To Process And Refine Signals Arising From Olfactory Sensory Neurons	olfactory bulb interneuron A Neuron Residing In The Olfactory Bulb That Serve To Process And Refine Signals Arising From Olfactory Sensory Neurons
CL:1001435	periglomerular cell	The Small Neuron In The Glomerular Layer Of The Olfactory Bulb Whose Dendrites Arborize Within A Glomerulus, Where It Receives Synaptic Input From Olfactory Receptor Cell Axon Terminals, And Also Engages In Dendrodendritic Interactions With Mitral And Tufted Cell Dendrites; Uses Both Gaba And Dopamine As A Neurotransmitter	periglomerular cell The Small Neuron In The Glomerular Layer Of The Olfactory Bulb Whose Dendrites Arborize Within A Glomerulus, Where It Receives Synaptic Input From Olfactory Receptor Cell Axon Terminals, And Also Engages In Dendrodendritic Interactions With Mitral And Tufted Cell Dendrites; Uses Both Gaba And Dopamine As A Neurotransmitter
CL:1001436	hair-tylotrich neuron	The Subcutaneous Mechanoreceptors That Innervate Tylotrich Hair Follicles	hair-tylotrich neuron The Subcutaneous Mechanoreceptors That Innervate Tylotrich Hair Follicles
CL:1001437	hair-down neuron	The Subcutaneous Mechanoreceptors That Innervate Vellus Hairs	hair-down neuron The Subcutaneous Mechanoreceptors That Innervate Vellus Hairs
CL:1001451	sensory neuron of dorsal root ganglion	A Sensory Neuron Of The Dorsal Root Ganglia That Senses Body Position And Sends Information About How Much The Muscle Is Stretched To The Spinal Cord.	sensory neuron of dorsal root ganglion A Sensory Neuron Of The Dorsal Root Ganglia That Senses Body Position And Sends Information About How Much The Muscle Is Stretched To The Spinal Cord.
CL:1001474	medium spiny neuron	The Inhibitory Projection Neurons Located In The Striatum That Integrate Glutamatergic Signals Arising From The Cerebral Cortex And Thalamus	medium spiny neuron The Inhibitory Projection Neurons Located In The Striatum That Integrate Glutamatergic Signals Arising From The Cerebral Cortex And Thalamus
CL:1001502	mitral cell	The Large Glutaminergic Nerve Cells Whose Dendrites Synapse With Axons Of The Olfactory Receptor Neurons In The Glomerular Layer Of The Olfactory Bulb, And Whose Axons Pass Centrally In The Olfactory Tract To The Olfactory Cortex	mitral cell The Large Glutaminergic Nerve Cells Whose Dendrites Synapse With Axons Of The Olfactory Receptor Neurons In The Glomerular Layer Of The Olfactory Bulb, And Whose Axons Pass Centrally In The Olfactory Tract To The Olfactory Cortex
CL:1001503	olfactory bulb tufted cell	The Principal Glutaminergic Neuron Located In The Outer Third Of The External Plexiform Layer Of The Olfactory Bulb; A Single Short Primary Dendrite Traverses The Outer External Plexiform Layer And Terminates Within An Olfactory Glomerulus In A Tuft Of Branches, Where It Receives The Input From Olfactory Receptor Neuron Axon Terminals; Axons Of The Tufted Cells Transfer Information To A Number Of Areas In The Brain, Including The Piriform Cortex, Entorhinal Cortex, Olfactory Tubercle, And Amygdala	olfactory bulb tufted cell The Principal Glutaminergic Neuron Located In The Outer Third Of The External Plexiform Layer Of The Olfactory Bulb; A Single Short Primary Dendrite Traverses The Outer External Plexiform Layer And Terminates Within An Olfactory Glomerulus In A Tuft Of Branches, Where It Receives The Input From Olfactory Receptor Neuron Axon Terminals; Axons Of The Tufted Cells Transfer Information To A Number Of Areas In The Brain, Including The Piriform Cortex, Entorhinal Cortex, Olfactory Tubercle, And Amygdala
CL:1001505	parvocellular neurosecretory cell	The Secretory Neurons Of The Paraventricular Nucleus That Synthesize And Secrete Vasopressin, Corticotropin-Releasing Factor (Crf) And Thyrotropin-Releasing Hormone (Trh) Into Blood Vessels In The Hypothalamo-Pituitary Portal System	parvocellular neurosecretory cell The Secretory Neurons Of The Paraventricular Nucleus That Synthesize And Secrete Vasopressin, Corticotropin-Releasing Factor (Crf) And Thyrotropin-Releasing Hormone (Trh) Into Blood Vessels In The Hypothalamo-Pituitary Portal System
CL:1001509	glycinergic neuron	The Neurons That Utilize Glycine As A Neurotransmitter	glycinergic neuron The Neurons That Utilize Glycine As A Neurotransmitter
CL:1001516	intestinal enteroendocrine cell	The Various Hormone- Or Neurotransmitter-Secreting Cells Present Throughout The Mucosa Of The Intestinal Tract	intestinal enteroendocrine cell The Various Hormone- Or Neurotransmitter-Secreting Cells Present Throughout The Mucosa Of The Intestinal Tract
CL:1001517	stomach enteroendocrine cell	The Various Hormone- Or Neurotransmitter-Secreting Cells Present Throughout The Mucosa Of The Stomach	stomach enteroendocrine cell The Various Hormone- Or Neurotransmitter-Secreting Cells Present Throughout The Mucosa Of The Stomach
CL:1001561	vomeronasal sensory neuron	Chemosensitive Cells That Innervate The Vomernasal Organ Epithelium And Are Responsible For Receiving And Transmitting Pheromone Signals	vomeronasal sensory neuron Chemosensitive Cells That Innervate The Vomernasal Organ Epithelium And Are Responsible For Receiving And Transmitting Pheromone Signals
CL:1001566	bronchioalveolar stem cells	A Respiratory Stem Cell Found At The Junction Of The Terminal (Conductive) Bronchiole And The Respiratory Bronchiole, Which Gives Rise To Alveolar Cell Types And Club Cells In Response To Lung Injury.	bronchioalveolar stem cells A Respiratory Stem Cell Found At The Junction Of The Terminal (Conductive) Bronchiole And The Respiratory Bronchiole, Which Gives Rise To Alveolar Cell Types And Club Cells In Response To Lung Injury.
CL:1001567	lung endothelial cell		lung endothelial cell
CL:1001568	pulmonary artery endothelial cell		pulmonary artery endothelial cell
CL:1001569	hippocampal interneuron	An Interneuron Of The Hippocampus.	hippocampal interneuron An Interneuron Of The Hippocampus.
CL:1001571	hippocampal pyramidal neuron	A Pyramidal Neuron Of The Hippocampus.	hippocampal pyramidal neuron A Pyramidal Neuron Of The Hippocampus.
CL:1001572	colon endothelial cell	Vascular Endothelium Found In Colon Blood Vessels.	colon endothelial cell Vascular Endothelium Found In Colon Blood Vessels.
CL:1001573	nasopharyngeal epithelial cell	Cell Of The Nasopharyngeal Epithelium.	nasopharyngeal epithelial cell Cell Of The Nasopharyngeal Epithelium.
CL:1001575	uterine cervix squamous cell	Squamous Cell Of Uterine Cervix Epithelium.	uterine cervix squamous cell Squamous Cell Of Uterine Cervix Epithelium.
CL:1001576	oral mucosa squamous cell	Squamous Cell Of Oral Epithelium.	oral mucosa squamous cell Squamous Cell Of Oral Epithelium.
CL:1001577	tonsil squamous cell	Squamous Cell Of Tonsil Epithelium.	tonsil squamous cell Squamous Cell Of Tonsil Epithelium.
CL:1001578	vagina squamous cell	Squamous Cell Of Vaginal Epithelium.	vagina squamous cell Squamous Cell Of Vaginal Epithelium.
CL:1001579	cerebral cortex glial cell	Glial Cell Of Cerebral Cortex.	cerebral cortex glial cell Glial Cell Of Cerebral Cortex.
CL:1001580	hippocampus glial cell	Glial Cell Of Hippocampus.	hippocampus glial cell Glial Cell Of Hippocampus.
CL:1001581	lateral ventricle glial cell	Glial Cell Of Lateral Ventricle.	lateral ventricle glial cell Glial Cell Of Lateral Ventricle.
CL:1001582	lateral ventricle neuron	Neuron Of Lateral Ventricle.	lateral ventricle neuron Neuron Of Lateral Ventricle.
CL:1001583	obsolete breast adipocyte	Obsolete: Adipocytes Found In The Subcutaneous Adipose Tissue Of Breast. The Breast Consists Of Three Main Components, The Skin, The Subcutaneous Adipose Tissue And The Functional Glandular Tissue That Comprises Both Parenchyma And Stroma.	obsolete breast adipocyte Obsolete: Adipocytes Found In The Subcutaneous Adipose Tissue Of Breast. The Breast Consists Of Three Main Components, The Skin, The Subcutaneous Adipose Tissue And The Functional Glandular Tissue That Comprises Both Parenchyma And Stroma.
CL:1001585	appendix glandular cell	Glandular Cell Of Appendix Epithelium. Example: Goblet Cells; Enterocytes Or Absorptive Cells; Enteroendocrine And M Cells.	appendix glandular cell Glandular Cell Of Appendix Epithelium. Example: Goblet Cells; Enterocytes Or Absorptive Cells; Enteroendocrine And M Cells.
CL:1001586	mammary gland glandular cell	Glandular Cell Of Mammary Epithelium. Example: Glandular Cells Of Large And Intermediate Ducts, Glandular Cells In Terminal Ducts.	mammary gland glandular cell Glandular Cell Of Mammary Epithelium. Example: Glandular Cells Of Large And Intermediate Ducts, Glandular Cells In Terminal Ducts.
